Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                          MESSAGE
kube-system                   47m         Normal    Pulling                                  pod/fluentbit-gke-kth7d                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e"
kube-system                   47m         Normal    Pulling                                  pod/fluentbit-gke-kth7d                                         Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260323_2300_RC0@sha256:05f11aa4dc486ad39b584546394ce895d23d141262f94017b3750f1836928f3e"
kube-system                   47m         Normal    Pulled                                   pod/fluentbit-gke-kth7d                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/fluent-bit-gke-exporter:v0.27.17-gke.20@sha256:67269cb89dbf9cf4e76e199a634c178eec76e74ae45694e8000893f7cae6179e" in 1.641s (1.641s including waiting). Image size: 36248865 bytes.
kube-system                   47m         Normal    Created                                  pod/fluentbit-gke-kth7d                                         Created container: fluentbit-gke
kube-system                   47m         Normal    Started                                  pod/fluentbit-gke-kth7d                                         Started container fluentbit-gke
kube-system                   47m         Normal    Pulled                                   pod/fluentbit-gke-kth7d                                         Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/gke-metrics-collector:20260323_2300_RC0@sha256:05f11aa4dc486ad39b584546394ce895d23d141262f94017b3750f1836928f3e" in 1.142s (1.142s including waiting). Image size: 26227970 bytes.
kube-system                   47m         Normal    Created                                  pod/fluentbit-gke-kth7d                                         Created container: fluentbit-metrics-collector
kube-system                   47m         Normal    Started                                  pod/fluentbit-gke-kth7d                                         Started container fluentbit-metrics-collector
kube-system                   47m         Normal    Started                                  pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         Started container token-broker-adc-init
kube-system                   47m         Normal    Created                                  pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         Created container: token-broker-adc-init
kube-system                   47m         Normal    Pulled                                   pod/konnectivity-agent-6c8ccfcd4b-j6rvv                         Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
kueue-system                  47m         Normal    Pulling                                  pod/kueue-controller-manager-7b746577c9-7zmws                   Pulling image "registry.k8s.io/kueue/kueue:v0.17.1"
kube-system                   47m         Normal    Pulling                                  pod/kube-dns-859ff5b767-bbxgv                                   Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260401.00_p0@sha256:9b740ade8d43e896d54775eaec997bdf218a198eaabf0fb872de4d9636bd367b"
kube-system                   47m         Normal    Pulling                                  pod/l7-default-backend-b5b9d8d6f-vpc7p                          Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/ingress-gce-404-server-with-metrics:v1.36.4@sha256:17597eb2b6a08c2ef5b993333bcc0d313784207d310555a730ccb5d0d68e065c"
kube-system                   47m         Normal    Pulled                                   pod/kube-dns-859ff5b767-bbxgv                                   Successfully pulled image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260401.00_p0@sha256:9b740ade8d43e896d54775eaec997bdf218a198eaabf0fb872de4d9636bd367b" in 2.553s (2.553s including waiting). Image size: 2931399 bytes.
kube-system                   47m         Normal    Created                                  pod/kube-dns-859ff5b767-bbxgv                                   Created container: token-broker-adc-init
kube-system                   47m         Normal    Created                                  pod/kube-dns-859ff5b767-8p4dr                                   Created container: token-broker-adc-init
kube-system                   47m         Normal    Pulling                                  pod/kube-dns-autoscaler-5b8b5b9848-zmp7d                        Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.2-gke.37@sha256:c27a7214ada7532f1879bbe3e0a8035a704b5a953946c1698c9598a0ba965f9f"
kube-system                   47m         Normal    Pulling                                  pod/antrea-controller-horizontal-autoscaler-7fb7f46fbd-6x842    Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.9.0-gke.31@sha256:5e3a00caa67063e6fdd6933986a62e5af176368be4090b50b16d4c7b49f8c66f"
kube-system                   47m         Normal    Started                                  pod/kube-dns-859ff5b767-bbxgv                                   Started container token-broker-adc-init
kube-system                   47m         Normal    Pulling                                  pod/konnectivity-agent-autoscaler-84fb4cdd4f-xw6mv              Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/cluster-proportional-autoscaler:v1.10.3-gke.2@sha256:608476c370ab6d23cf62b3cb470b0480c446ff43fc6fa48959aa5d90f235722e"
kube-system                   47m         Normal    Pulling                                  pod/metrics-server-v1.33.0-854c9c74f4-kv87l                     Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/metrics-server:v0.7.1-gke.56@sha256:7d7613d397dab8f4266ae1841cabacb7dc5ac8a86634146e32ec3a66a46dcd7a"
kube-system                   47m         Normal    Pulled                                   pod/event-exporter-gke-588455645b-5ksgc                         Container image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20250407.00_p0@sha256:8c161bd0d3f2ffc1d580f8b28a2a848cdc1867a84ff8abf7fd6908291697a075" already present on machine
gmp-system                    47m         Normal    Pulling                                  pod/gmp-operator-7bc4cd5955-hfhc7                               Pulling image "asia-east1-artifactregistry.gcr.io/gke-release/gke-release/prometheus-engine/operator:v0.15.6-gke.1@sha256:57abc3d82b65979d12972c6385acc32237430530c871ab3ebd3ef7ea1f90e148"
