Command: kubectl get events --sort-by=.lastTimestamp -A
STDOUT:
NAMESPACE                     LAST SEEN   TYPE      REASON                         OBJECT                                                          MESSAGE
default                       14m         Warning   ReadOnlyFileSystemDetected     node/gke-gke-a3h-spot-b866c1-default-pool-b0c39a20-mj1b         
default                       14m         Normal    NodeHasNoDiskPressure          node/gke-gke-a3h-spot-b866c1-default-pool-4d48a772-3xf9         Node gke-gke-a3h-spot-b866c1-default-pool-4d48a772-3xf9 status is now: NodeHasNoDiskPressure
default                       14m         Normal    NodeHasSufficientPID           node/gke-gke-a3h-spot-b866c1-default-pool-4d48a772-3xf9         Node gke-gke-a3h-spot-b866c1-default-pool-4d48a772-3xf9 status is now: NodeHasSufficientPID
default                       14m         Normal    NodeHasSufficientMemory        node/gke-gke-a3h-spot-b866c1-default-pool-4d48a772-3xf9         Node gke-gke-a3h-spot-b866c1-default-pool-4d48a772-3xf9 status is now: NodeHasSufficientMemory
default                       14m         Normal    NodeHasSufficientPID           node/gke-gke-a3h-spot-b866c1-default-pool-cc523acd-1c33         Node gke-gke-a3h-spot-b866c1-default-pool-cc523acd-1c33 status is now: NodeHasSufficientPID
kube-system                   14m         Normal    LeaderElection                 lease/kube-scheduler                                            gke-19861eb2af6b4259a0fd-c1a5-d33b-vm_e34f388f-f057-4720-91b9-0d959ebc659a became leader
default                       14m         Normal    NodeHasNoDiskPressure          node/gke-gke-a3h-spot-b866c1-default-pool-cc523acd-1c33         Node gke-gke-a3h-spot-b866c1-default-pool-cc523acd-1c33 status is now: NodeHasNoDiskPressure
kube-system                   14m         Normal    LeaderElection                 lease/kube-controller-manager                                   gke-19861eb2af6b4259a0fd-c1a5-d33b-vm_d6307b45-badb-499f-add9-81b6e01ddbc6 became leader
default                       14m         Normal    NodeHasSufficientMemory        node/gke-gke-a3h-spot-b866c1-default-pool-cc523acd-1c33         Node gke-gke-a3h-spot-b866c1-default-pool-cc523acd-1c33 status is now: NodeHasSufficientMemory
kube-system                   13m         Normal    LeaderElection                 lease/addon-manager                                             gke-19861eb2af6b4259a0fd-9822-4c9c-vm_b48c51fd-558c-4de5-b264-78036c10ad83 became leader
kube-system                   13m         Normal    ScalingReplicaSet              deployment/kube-dns                                             Scaled up replica set kube-dns-84d47fbc64 from 0 to 1
kube-system                   13m         Warning   FailedCreate                   replicaset/kube-dns-84d47fbc64                                  Error creating: insufficient quota to match these scopes: [{PriorityClass In [system-node-critical system-cluster-critical]}]
kube-system                   13m         Normal    SuccessfulCreate               replicaset/kube-dns-84d47fbc64                                  Created pod: kube-dns-84d47fbc64-tf279
gke-managed-cim               13m         Warning   FailedCreate                   statefulset/kube-state-metrics                                  Create Pod kube-state-metrics-0 in StatefulSet kube-state-metrics failed error: pods "kube-state-metrics-0" is forbidden: error looking up service account gke-managed-cim/kube-state-metrics: serviceaccount "kube-state-metrics" not found
kube-system                   13m         Normal    LeaderElection                 lease/cloud-controller-manager                                  gke-19861eb2af6b4259a0fd-c1a5-d33b-vm_0e7553e2-376e-48ba-9dc4-ba72b2a874a5 became leader
kube-system                   13m         Normal    LeaderElection                 lease/cloud-provider-extraction-migration-pt2                   gke-19861eb2af6b4259a0fd-c1a5-d33b-vm_0e7553e2-376e-48ba-9dc4-ba72b2a874a5 became leader
kube-system                   13m         Normal    LeaderElection                 lease/clustermetrics                                            gke-19861eb2af6b4259a0fd-9822-4c9c-vm became leader
kube-system                   13m         Normal    ScalingReplicaSet              deployment/event-exporter-gke                                   Scaled up replica set event-exporter-gke-7765cfbfdf from 0 to 1
kube-system                   13m         Normal    SuccessfulCreate               replicaset/event-exporter-gke-7765cfbfdf                        Created pod: event-exporter-gke-7765cfbfdf-szsbn
kube-system                   13m         Normal    LeaderElection                 lease/cluster-autoscaler                                        gke-19861eb2af6b4259a0fd-9822-4c9c-vm became leader
kube-system                   13m         Normal    LeaderElection                 lease/gcp-controller-manager                                    gke-19861eb2af6b4259a0fd-c1a5-d33b-vm became leader
kube-system                   13m         Normal    LeaderElection                 lease/gke-common-webhook-lock                                   gke-19861eb2af6b4259a0fd-9822-4c9c-vm_6b21f became leader
gke-managed-volumepopulator   12m         Normal    LeaderElection                 lease/gke-volume-populator-leader                               gke-19861eb2af6b4259a0fd-c1a5-d33b-vm became leader
kube-system                   12m         Normal    ScalingReplicaSet              deployment/konnectivity-agent                                   Scaled up replica set konnectivity-agent-bcb8d5868 from 0 to 1
kube-system                   12m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-bcb8d5868                         Created pod: konnectivity-agent-bcb8d5868-gz8x4
kube-system                   12m         Normal    ScalingReplicaSet              deployment/konnectivity-agent-autoscaler                        Scaled up replica set konnectivity-agent-autoscaler-567664cbff from 0 to 1
kube-system                   12m         Normal    SuccessfulCreate               replicaset/konnectivity-agent-autoscaler-567664cbff             Created pod: konnectivity-agent-autoscaler-567664cbff-g7v5q
kube-system                   12m         Normal    SuccessfulCreate               replicaset/kube-dns-autoscaler-5f7d65fcd5                       Created pod: kube-dns-autoscaler-5f7d65fcd5-lxf7w
kube-system                   12m         Normal    ScalingReplicaSet              deployment/kube-dns-autoscaler                                  Scaled up replica set kube-dns-autoscaler-5f7d65fcd5 from 0 to 1
kube-system                   12m         Normal    LeaderElection                 lease/l4-lb-controller-gce-lock                                 gke-19861eb2af6b4259a0fd-9822-4c9c-vm_4f428 became leader
kube-system                   12m         Normal    LeaderElection                 lease/cluster-kubestore                                         gke-19861eb2af6b4259a0fd-9822-4c9c-vm became leader
kube-system                   12m         Normal    SuccessfulCreate               replicaset/l7-default-backend-757c84897c                        Created pod: l7-default-backend-757c84897c-2c4cj
kube-system                   12m         Normal    ScalingReplicaSet              deployment/l7-default-backend                                   Scaled up replica set l7-default-backend-757c84897c from 0 to 1
kube-system                   12m         Normal    LeaderElection                 lease/maintenance-controller                                    gke-19861eb2af6b4259a0fd-9822-4c9c-vm_2bac6701-5d8c-4050-b5ca-80ec04667531 became leader
kube-system                   12m         Normal    LeaderElection                 lease/ingress-gce-lock                                          gke-19861eb2af6b4259a0fd-c1a5-d33b-vm_ad80d became leader
kube-system                   12m         Normal    LeaderElection                 lease/ingress-gce-neg-lock                                      gke-19861eb2af6b4259a0fd-c1a5-d33b-vm_7cb90 became leader
gmp-system                    12m         Normal    ScalingReplicaSet              deployment/rule-evaluator                                       Scaled up replica set rule-evaluator-85bdc96bcf from 0 to 1
gmp-system                    12m         Normal    SuccessfulCreate               replicaset/gmp-operator-5859655959                              Created pod: gmp-operator-5859655959-4mvcz
gmp-system                    12m         Normal    ScalingReplicaSet              deployment/gmp-operator                                         Scaled up replica set gmp-operator-5859655959 from 0 to 1
gmp-system                    12m         Normal    SuccessfulCreate               replicaset/rule-evaluator-85bdc96bcf                            Created pod: rule-evaluator-85bdc96bcf-9dp24
gmp-system                    12m         Normal    SuccessfulCreate               statefulset/alertmanager                                        Create Pod alertmanager-0 in StatefulSet alertmanager successful
